Company,Location,Job_Title,Experience_Level,Skills_Required,CTC(LPA),Hiring_Type,Source,Post_Date,Apply_Link
Infosys,Hyderabad,Data Analyst,2-5 Yrs,"AI/ML, Deep Learning",5.2,Contract,Linkedin,2025-10-19,https://www.example.com/apply/infosys/Data-Analyst
Infosys,Ahmedabad,Test Engineer,0-2 Yrs,"JavaScript, React, Node.js",4.2,Internship,Glassdoor,2025-09-06,https://www.example.com/apply/infosys/Test-Engineer
Infosys,Bengaluru,Cloud Engineer,0-2 Yrs,"Python, SQL, Power BI",7.6,Full-Time,Glassdoor,2025-10-09,https://www.example.com/apply/infosys/Cloud-Engineer
Wipro,Pune,Test Engineer,0-2 Yrs,"Python, SQL, Power BI",19.0,Internship,Linkedin,2025-09-24,https://www.example.com/apply/wipro/Test-Engineer
Ltimindtree,Noida,Process Associate,5-10 Yrs,"AI/ML, Deep Learning",4.8,Full-Time,Indeed,2025-09-20,https://www.example.com/apply/ltimindtree/Process-Associate
Infosys,Bengaluru,Technical Support,Fresher,"ETL, Data Warehousing",10.7,Full-Time,Linkedin,2025-09-10,https://www.example.com/apply/infosys/Technical-Support
Infosys,Ahmedabad,Process Associate,5-10 Yrs,Automation Testing,11.7,Full-Time,Linkedin,2025-09-09,https://www.example.com/apply/infosys/Process-Associate
Hcl,Hyderabad,Devops Engineer,Fresher,"Java, Spring Boot",4.2,Internship,Linkedin,2025-10-13,https://www.example.com/apply/hcl/DevOps-Engineer
Tech Mahindra,Mumbai,Data Analyst,2-5 Yrs,"JavaScript, React, Node.js",4.9,Full-Time,Linkedin,2025-09-08,https://www.example.com/apply/tech mahindra/Data-Analyst
Capgemini,Bengaluru,Support Executive,Fresher,"ETL, Data Warehousing",17.2,Internship,Linkedin,2025-09-06,https://www.example.com/apply/capgemini/Support-Executive
Wipro,Kolkata,System Analyst,0-2 Yrs,"ETL, Data Warehousing",15.8,Contract,Glassdoor,2025-10-09,https://www.example.com/apply/wipro/System-Analyst
Infosys,Gurugram,Software Engineer,Fresher,"Linux, Networking, Troubleshooting",17.2,Internship,Naukri,2025-09-29,https://www.example.com/apply/infosys/Software-Engineer
Wipro,Jaipur,System Analyst,5-10 Yrs,"JavaScript, React, Node.js",6.4,Internship,Linkedin,2025-09-12,https://www.example.com/apply/wipro/System-Analyst
Wipro,Chennai,Test Engineer,5-10 Yrs,"Python, SQL, Power BI",13.9,Full-Time,Linkedin,2025-10-15,https://www.example.com/apply/wipro/Test-Engineer
Tcs,Hyderabad,Data Analyst,0-2 Yrs,"ETL, Data Warehousing",16.2,Contract,Indeed,2025-09-28,https://www.example.com/apply/tcs/Data-Analyst
Wipro,Jaipur,System Analyst,2-5 Yrs,"ETL, Data Warehousing",16.5,Internship,Linkedin,2025-09-29,https://www.example.com/apply/wipro/System-Analyst
Ltimindtree,Noida,Software Engineer,2-5 Yrs,"Linux, Networking, Troubleshooting",6.3,Full-Time,Linkedin,2025-09-01,https://www.example.com/apply/ltimindtree/Software-Engineer
Infosys,Gurugram,Support Executive,Fresher,"Linux, Networking, Troubleshooting",9.8,Contract,Naukri,2025-09-24,https://www.example.com/apply/infosys/Support-Executive
Cognizant,Ahmedabad,Test Engineer,0-2 Yrs,"Java, Spring Boot",10.1,Contract,Indeed,2025-10-15,https://www.example.com/apply/cognizant/Test-Engineer
Accenture,Chennai,Devops Engineer,2-5 Yrs,"ETL, Data Warehousing",14.2,Internship,Glassdoor,2025-10-04,https://www.example.com/apply/accenture/DevOps-Engineer
Infosys,Gurugram,Software Engineer,0-2 Yrs,"Excel, Tableau, SQL",7.7,Full-Time,Glassdoor,2025-09-24,https://www.example.com/apply/infosys/Software-Engineer
Tech Mahindra,Kolkata,Business Analyst,Fresher,"Excel, Tableau, SQL",3.1,Full-Time,Indeed,2025-10-09,https://www.example.com/apply/tech mahindra/Business-Analyst
Tech Mahindra,Jaipur,Devops Engineer,2-5 Yrs,"Python, SQL, Power BI",11.9,Contract,Glassdoor,2025-09-21,https://www.example.com/apply/tech mahindra/DevOps-Engineer
Capgemini,Pune,Test Engineer,5-10 Yrs,"ETL, Data Warehousing",14.8,Full-Time,Linkedin,2025-10-01,https://www.example.com/apply/capgemini/Test-Engineer
Wipro,Hyderabad,Devops Engineer,0-2 Yrs,"Python, SQL, Power BI",16.8,Internship,Naukri,2025-10-04,https://www.example.com/apply/wipro/DevOps-Engineer
Infosys,Chennai,Devops Engineer,0-2 Yrs,"Python, SQL, Power BI",16.0,Internship,Naukri,2025-09-10,https://www.example.com/apply/infosys/DevOps-Engineer
Ltimindtree,Noida,Support Executive,5-10 Yrs,Automation Testing,19.4,Full-Time,Glassdoor,2025-09-22,https://www.example.com/apply/ltimindtree/Support-Executive
Infosys,Kolkata,Test Engineer,Fresher,"Java, Spring Boot",10.6,Internship,Indeed,2025-10-05,https://www.example.com/apply/infosys/Test-Engineer
Tcs,Gurugram,System Analyst,0-2 Yrs,"Customer Support, Voice Process",10.4,Contract,Glassdoor,2025-10-06,https://www.example.com/apply/tcs/System-Analyst
Accenture,Mumbai,Devops Engineer,Fresher,"Customer Support, Voice Process",13.8,Internship,Glassdoor,2025-09-25,https://www.example.com/apply/accenture/DevOps-Engineer
Wipro,Ahmedabad,Business Analyst,0-2 Yrs,"AI/ML, Deep Learning",7.8,Contract,Linkedin,2025-09-06,https://www.example.com/apply/wipro/Business-Analyst
Wipro,Hyderabad,Cloud Engineer,2-5 Yrs,"Java, Spring Boot",18.6,Full-Time,Glassdoor,2025-09-23,https://www.example.com/apply/wipro/Cloud-Engineer
Ibm,Chennai,Technical Support,Fresher,"Python, SQL, Power BI",16.9,Internship,Indeed,2025-10-06,https://www.example.com/apply/ibm/Technical-Support
Tcs,Ahmedabad,Technical Support,Fresher,"Customer Support, Voice Process",2.6,Contract,Indeed,2025-09-20,https://www.example.com/apply/tcs/Technical-Support
Capgemini,Bengaluru,Devops Engineer,5-10 Yrs,"Python, SQL, Power BI",9.2,Contract,Indeed,2025-10-07,https://www.example.com/apply/capgemini/DevOps-Engineer
Accenture,Hyderabad,Technical Support,Fresher,"AWS, Azure, DevOps",2.6,Internship,Glassdoor,2025-10-08,https://www.example.com/apply/accenture/Technical-Support
Tech Mahindra,Pune,Process Associate,Fresher,"Excel, Tableau, SQL",17.2,Full-Time,Naukri,2025-09-13,https://www.example.com/apply/tech mahindra/Process-Associate
Capgemini,Hyderabad,Business Analyst,0-2 Yrs,"JavaScript, React, Node.js",6.2,Full-Time,Glassdoor,2025-10-16,https://www.example.com/apply/capgemini/Business-Analyst
Cognizant,Kolkata,Technical Support,Fresher,"AI/ML, Deep Learning",10.7,Full-Time,Linkedin,2025-10-20,https://www.example.com/apply/cognizant/Technical-Support
Cognizant,Hyderabad,Test Engineer,2-5 Yrs,"Customer Support, Voice Process",16.0,Contract,Naukri,2025-09-18,https://www.example.com/apply/cognizant/Test-Engineer
Infosys,Ahmedabad,Devops Engineer,Fresher,"Java, Spring Boot",15.8,Internship,Indeed,2025-09-23,https://www.example.com/apply/infosys/DevOps-Engineer
Wipro,Noida,Data Analyst,Fresher,"Python, SQL, Power BI",6.8,Contract,Indeed,2025-09-25,https://www.example.com/apply/wipro/Data-Analyst
Accenture,Kolkata,Software Engineer,2-5 Yrs,"AWS, Azure, DevOps",19.7,Contract,Naukri,2025-09-04,https://www.example.com/apply/accenture/Software-Engineer
Accenture,Chennai,Business Analyst,Fresher,"AI/ML, Deep Learning",13.8,Full-Time,Indeed,2025-09-20,https://www.example.com/apply/accenture/Business-Analyst
Tcs,Noida,Technical Support,2-5 Yrs,"AI/ML, Deep Learning",6.9,Contract,Naukri,2025-09-26,https://www.example.com/apply/tcs/Technical-Support
Tech Mahindra,Jaipur,Business Analyst,Fresher,"Java, Spring Boot",19.5,Internship,Glassdoor,2025-09-18,https://www.example.com/apply/tech mahindra/Business-Analyst
Accenture,Ahmedabad,Software Engineer,Fresher,"Python, SQL, Power BI",19.8,Internship,Linkedin,2025-10-14,https://www.example.com/apply/accenture/Software-Engineer
Cognizant,Chennai,Cloud Engineer,2-5 Yrs,"Customer Support, Voice Process",2.6,Contract,Indeed,2025-09-22,https://www.example.com/apply/cognizant/Cloud-Engineer
Accenture,Noida,Software Engineer,5-10 Yrs,"AWS, Azure, DevOps",19.1,Contract,Indeed,2025-10-10,https://www.example.com/apply/accenture/Software-Engineer
Infosys,Mumbai,Support Executive,Fresher,Automation Testing,5.1,Contract,Naukri,2025-10-07,https://www.example.com/apply/infosys/Support-Executive
Tech Mahindra,Ahmedabad,Cloud Engineer,2-5 Yrs,"Customer Support, Voice Process",4.6,Contract,Indeed,2025-09-11,https://www.example.com/apply/tech mahindra/Cloud-Engineer
Hcl,Kolkata,Software Engineer,2-5 Yrs,"Python, SQL, Power BI",15.5,Contract,Naukri,2025-10-03,https://www.example.com/apply/hcl/Software-Engineer
Tech Mahindra,Pune,System Analyst,Fresher,Automation Testing,4.9,Full-Time,Glassdoor,2025-09-08,https://www.example.com/apply/tech mahindra/System-Analyst
Tcs,Jaipur,System Analyst,5-10 Yrs,"Java, Spring Boot",16.7,Contract,Glassdoor,2025-10-18,https://www.example.com/apply/tcs/System-Analyst
Wipro,Noida,Software Engineer,0-2 Yrs,"JavaScript, React, Node.js",3.7,Full-Time,Linkedin,2025-10-17,https://www.example.com/apply/wipro/Software-Engineer
Tcs,Chennai,Cloud Engineer,Fresher,"AWS, Azure, DevOps",16.2,Contract,Naukri,2025-10-18,https://www.example.com/apply/tcs/Cloud-Engineer
Wipro,Bengaluru,Test Engineer,5-10 Yrs,"JavaScript, React, Node.js",10.8,Contract,Glassdoor,2025-09-26,https://www.example.com/apply/wipro/Test-Engineer
Ltimindtree,Hyderabad,Software Engineer,Fresher,"AI/ML, Deep Learning",3.4,Contract,Glassdoor,2025-09-25,https://www.example.com/apply/ltimindtree/Software-Engineer
Tcs,Ahmedabad,Software Engineer,2-5 Yrs,"Excel, Tableau, SQL",3.4,Full-Time,Naukri,2025-10-19,https://www.example.com/apply/tcs/Software-Engineer
Wipro,Hyderabad,Devops Engineer,Fresher,"Excel, Tableau, SQL",15.5,Full-Time,Naukri,2025-10-06,https://www.example.com/apply/wipro/DevOps-Engineer
Infosys,Bengaluru,Software Engineer,5-10 Yrs,"Python, SQL, Power BI",7.0,Contract,Linkedin,2025-10-07,https://www.example.com/apply/infosys/Software-Engineer
Tcs,Chennai,Business Analyst,5-10 Yrs,"AI/ML, Deep Learning",10.0,Full-Time,Glassdoor,2025-10-01,https://www.example.com/apply/tcs/Business-Analyst
Accenture,Jaipur,Data Analyst,Fresher,"ETL, Data Warehousing",19.9,Full-Time,Glassdoor,2025-09-01,https://www.example.com/apply/accenture/Data-Analyst
Infosys,Mumbai,Process Associate,5-10 Yrs,"JavaScript, React, Node.js",19.3,Contract,Glassdoor,2025-09-03,https://www.example.com/apply/infosys/Process-Associate
Tcs,Gurugram,Technical Support,2-5 Yrs,"JavaScript, React, Node.js",3.6,Contract,Indeed,2025-09-02,https://www.example.com/apply/tcs/Technical-Support
Tcs,Chennai,Cloud Engineer,Fresher,"Excel, Tableau, SQL",18.5,Full-Time,Indeed,2025-09-22,https://www.example.com/apply/tcs/Cloud-Engineer
Tcs,Chennai,Business Analyst,5-10 Yrs,"AI/ML, Deep Learning",11.2,Contract,Linkedin,2025-09-05,https://www.example.com/apply/tcs/Business-Analyst
Infosys,Jaipur,Support Executive,0-2 Yrs,"Java, Spring Boot",6.6,Contract,Linkedin,2025-09-27,https://www.example.com/apply/infosys/Support-Executive
Wipro,Jaipur,Technical Support,0-2 Yrs,Automation Testing,4.2,Contract,Naukri,2025-10-02,https://www.example.com/apply/wipro/Technical-Support
Infosys,Chennai,Cloud Engineer,0-2 Yrs,"Java, Spring Boot",14.5,Contract,Linkedin,2025-09-18,https://www.example.com/apply/infosys/Cloud-Engineer
Tcs,Jaipur,Devops Engineer,5-10 Yrs,"AWS, Azure, DevOps",7.0,Internship,Naukri,2025-10-10,https://www.example.com/apply/tcs/DevOps-Engineer
Wipro,Ahmedabad,System Analyst,Fresher,"JavaScript, React, Node.js",10.0,Internship,Linkedin,2025-10-13,https://www.example.com/apply/wipro/System-Analyst
Wipro,Gurugram,Cloud Engineer,2-5 Yrs,"Linux, Networking, Troubleshooting",6.3,Internship,Naukri,2025-10-15,https://www.example.com/apply/wipro/Cloud-Engineer
Hcl,Noida,Support Executive,0-2 Yrs,Automation Testing,8.7,Contract,Naukri,2025-10-06,https://www.example.com/apply/hcl/Support-Executive
Tech Mahindra,Hyderabad,Data Analyst,Fresher,"JavaScript, React, Node.js",14.3,Internship,Glassdoor,2025-10-11,https://www.example.com/apply/tech mahindra/Data-Analyst
Tcs,Hyderabad,Data Analyst,Fresher,Automation Testing,15.7,Full-Time,Linkedin,2025-10-13,https://www.example.com/apply/tcs/Data-Analyst
Ibm,Gurugram,Devops Engineer,0-2 Yrs,"AI/ML, Deep Learning",15.8,Internship,Naukri,2025-10-08,https://www.example.com/apply/ibm/DevOps-Engineer
Wipro,Bengaluru,Software Engineer,Fresher,"Linux, Networking, Troubleshooting",6.4,Full-Time,Linkedin,2025-09-10,https://www.example.com/apply/wipro/Software-Engineer
Tech Mahindra,Jaipur,Technical Support,Fresher,"AWS, Azure, DevOps",10.4,Internship,Linkedin,2025-10-16,https://www.example.com/apply/tech mahindra/Technical-Support
Hcl,Mumbai,Test Engineer,0-2 Yrs,"Linux, Networking, Troubleshooting",11.5,Full-Time,Indeed,2025-10-08,https://www.example.com/apply/hcl/Test-Engineer
Capgemini,Kolkata,System Analyst,2-5 Yrs,"Python, SQL, Power BI",12.1,Full-Time,Linkedin,2025-09-08,https://www.example.com/apply/capgemini/System-Analyst
Cognizant,Kolkata,Support Executive,5-10 Yrs,"Customer Support, Voice Process",8.7,Internship,Linkedin,2025-09-27,https://www.example.com/apply/cognizant/Support-Executive
Tcs,Chennai,Business Analyst,2-5 Yrs,"AWS, Azure, DevOps",14.5,Full-Time,Naukri,2025-10-12,https://www.example.com/apply/tcs/Business-Analyst
Accenture,Bengaluru,Cloud Engineer,5-10 Yrs,"JavaScript, React, Node.js",12.7,Contract,Naukri,2025-10-01,https://www.example.com/apply/accenture/Cloud-Engineer
Infosys,Mumbai,Technical Support,2-5 Yrs,"AI/ML, Deep Learning",13.8,Internship,Indeed,2025-10-20,https://www.example.com/apply/infosys/Technical-Support
Tcs,Bengaluru,Technical Support,2-5 Yrs,"Customer Support, Voice Process",10.6,Full-Time,Indeed,2025-10-19,https://www.example.com/apply/tcs/Technical-Support
Cognizant,Gurugram,Business Analyst,0-2 Yrs,"AI/ML, Deep Learning",15.4,Internship,Naukri,2025-09-10,https://www.example.com/apply/cognizant/Business-Analyst
Infosys,Noida,Support Executive,0-2 Yrs,"Linux, Networking, Troubleshooting",13.5,Internship,Naukri,2025-09-28,https://www.example.com/apply/infosys/Support-Executive
Infosys,Hyderabad,Business Analyst,5-10 Yrs,"AI/ML, Deep Learning",10.5,Contract,Linkedin,2025-09-27,https://www.example.com/apply/infosys/Business-Analyst
Tcs,Ahmedabad,Data Analyst,Fresher,"ETL, Data Warehousing",16.5,Internship,Linkedin,2025-10-02,https://www.example.com/apply/tcs/Data-Analyst
Ibm,Mumbai,Cloud Engineer,0-2 Yrs,"Python, SQL, Power BI",4.6,Contract,Naukri,2025-09-21,https://www.example.com/apply/ibm/Cloud-Engineer
Ibm,Chennai,Software Engineer,5-10 Yrs,"JavaScript, React, Node.js",17.6,Full-Time,Glassdoor,2025-09-25,https://www.example.com/apply/ibm/Software-Engineer
Wipro,Mumbai,Process Associate,2-5 Yrs,"Python, SQL, Power BI",6.7,Contract,Naukri,2025-09-08,https://www.example.com/apply/wipro/Process-Associate
Tech Mahindra,Pune,Process Associate,2-5 Yrs,"Excel, Tableau, SQL",12.7,Contract,Linkedin,2025-09-27,https://www.example.com/apply/tech mahindra/Process-Associate
Accenture,Mumbai,Data Analyst,5-10 Yrs,"ETL, Data Warehousing",15.5,Internship,Linkedin,2025-09-29,https://www.example.com/apply/accenture/Data-Analyst
Infosys,Noida,Process Associate,0-2 Yrs,"AWS, Azure, DevOps",15.3,Internship,Indeed,2025-09-05,https://www.example.com/apply/infosys/Process-Associate
Wipro,Chennai,Support Executive,0-2 Yrs,"Excel, Tableau, SQL",14.6,Internship,Naukri,2025-09-22,https://www.example.com/apply/wipro/Support-Executive
Tech Mahindra,Ahmedabad,Devops Engineer,2-5 Yrs,"AWS, Azure, DevOps",17.9,Contract,Linkedin,2025-09-23,https://www.example.com/apply/tech mahindra/DevOps-Engineer
Tcs,Pune,Software Engineer,0-2 Yrs,"Java, Spring Boot",6.6,Internship,Naukri,2025-09-25,https://www.example.com/apply/tcs/Software-Engineer
Tcs,Hyderabad,System Analyst,5-10 Yrs,"Customer Support, Voice Process",10.6,Contract,Glassdoor,2025-09-05,https://www.example.com/apply/tcs/System-Analyst
Tcs,Pune,Support Executive,0-2 Yrs,"Excel, Tableau, SQL",3.2,Full-Time,Linkedin,2025-10-06,https://www.example.com/apply/tcs/Support-Executive
Ltimindtree,Hyderabad,Test Engineer,5-10 Yrs,"Java, Spring Boot",4.2,Contract,Naukri,2025-09-27,https://www.example.com/apply/ltimindtree/Test-Engineer
Tcs,Pune,Process Associate,5-10 Yrs,Automation Testing,8.8,Contract,Indeed,2025-09-17,https://www.example.com/apply/tcs/Process-Associate
Wipro,Bengaluru,Process Associate,5-10 Yrs,"JavaScript, React, Node.js",5.2,Internship,Linkedin,2025-09-09,https://www.example.com/apply/wipro/Process-Associate
Infosys,Chennai,Data Analyst,0-2 Yrs,"Excel, Tableau, SQL",12.5,Internship,Glassdoor,2025-09-19,https://www.example.com/apply/infosys/Data-Analyst
Cognizant,Jaipur,System Analyst,5-10 Yrs,Automation Testing,10.5,Internship,Glassdoor,2025-10-13,https://www.example.com/apply/cognizant/System-Analyst
Infosys,Pune,Process Associate,2-5 Yrs,"Linux, Networking, Troubleshooting",4.1,Full-Time,Linkedin,2025-10-09,https://www.example.com/apply/infosys/Process-Associate
Tcs,Hyderabad,Technical Support,Fresher,"AI/ML, Deep Learning",6.3,Contract,Naukri,2025-09-08,https://www.example.com/apply/tcs/Technical-Support
Wipro,Bengaluru,Technical Support,Fresher,"AWS, Azure, DevOps",14.2,Internship,Glassdoor,2025-09-11,https://www.example.com/apply/wipro/Technical-Support
Hcl,Noida,Cloud Engineer,Fresher,"Customer Support, Voice Process",19.0,Internship,Naukri,2025-10-16,https://www.example.com/apply/hcl/Cloud-Engineer
Tcs,Chennai,Support Executive,5-10 Yrs,"Excel, Tableau, SQL",10.3,Internship,Naukri,2025-10-09,https://www.example.com/apply/tcs/Support-Executive
Tech Mahindra,Jaipur,Technical Support,2-5 Yrs,"Linux, Networking, Troubleshooting",4.3,Internship,Glassdoor,2025-09-06,https://www.example.com/apply/tech mahindra/Technical-Support
Hcl,Kolkata,System Analyst,0-2 Yrs,Automation Testing,3.8,Full-Time,Naukri,2025-09-10,https://www.example.com/apply/hcl/System-Analyst
Ltimindtree,Kolkata,Support Executive,Fresher,"Java, Spring Boot",18.3,Full-Time,Linkedin,2025-09-17,https://www.example.com/apply/ltimindtree/Support-Executive
Infosys,Noida,Software Engineer,0-2 Yrs,"ETL, Data Warehousing",15.2,Contract,Glassdoor,2025-09-22,https://www.example.com/apply/infosys/Software-Engineer
Wipro,Mumbai,Test Engineer,2-5 Yrs,"AI/ML, Deep Learning",7.3,Full-Time,Linkedin,2025-09-06,https://www.example.com/apply/wipro/Test-Engineer
Tcs,Gurugram,Data Analyst,2-5 Yrs,"Excel, Tableau, SQL",11.7,Contract,Naukri,2025-10-16,https://www.example.com/apply/tcs/Data-Analyst
Ltimindtree,Ahmedabad,Cloud Engineer,Fresher,"JavaScript, React, Node.js",2.6,Contract,Naukri,2025-09-22,https://www.example.com/apply/ltimindtree/Cloud-Engineer
Wipro,Pune,Data Analyst,5-10 Yrs,"ETL, Data Warehousing",10.4,Contract,Indeed,2025-09-03,https://www.example.com/apply/wipro/Data-Analyst
Ltimindtree,Ahmedabad,Data Analyst,0-2 Yrs,"Linux, Networking, Troubleshooting",11.9,Internship,Linkedin,2025-10-03,https://www.example.com/apply/ltimindtree/Data-Analyst
Ltimindtree,Noida,Process Associate,2-5 Yrs,"Linux, Networking, Troubleshooting",13.7,Contract,Naukri,2025-09-27,https://www.example.com/apply/ltimindtree/Process-Associate
Infosys,Gurugram,Test Engineer,5-10 Yrs,"ETL, Data Warehousing",18.1,Full-Time,Linkedin,2025-10-07,https://www.example.com/apply/infosys/Test-Engineer
Tech Mahindra,Bengaluru,Software Engineer,5-10 Yrs,"JavaScript, React, Node.js",12.1,Internship,Naukri,2025-09-22,https://www.example.com/apply/tech mahindra/Software-Engineer
Tcs,Hyderabad,Support Executive,5-10 Yrs,"ETL, Data Warehousing",16.6,Contract,Linkedin,2025-09-21,https://www.example.com/apply/tcs/Support-Executive
Infosys,Kolkata,Devops Engineer,0-2 Yrs,"AWS, Azure, DevOps",3.8,Contract,Indeed,2025-10-21,https://www.example.com/apply/infosys/DevOps-Engineer
Cognizant,Ahmedabad,Software Engineer,Fresher,Automation Testing,6.8,Contract,Indeed,2025-09-14,https://www.example.com/apply/cognizant/Software-Engineer
Capgemini,Gurugram,Devops Engineer,0-2 Yrs,"Customer Support, Voice Process",4.7,Full-Time,Linkedin,2025-10-12,https://www.example.com/apply/capgemini/DevOps-Engineer
Wipro,Ahmedabad,Devops Engineer,0-2 Yrs,"Customer Support, Voice Process",8.7,Contract,Indeed,2025-09-02,https://www.example.com/apply/wipro/DevOps-Engineer
